pixel_no,pixel_x,pixel_y,latitude,longitude,CHL_NN_mean,CHL_NN_sigma
1,3235,354,29.10354965,130.7945025,0.059492342,0.004466955
2,3234,354,29.10408834,130.7917974,0.060247105,0.004942637
3,3233,354,29.10462703,130.7890923,0.06052546,0.005418108
4,3232,354,29.10516572,130.7863872,0.061816122,0.006278068
5,3231,354,29.10570441,130.7836821,0.06304924,0.00606801
6,3230,354,29.10624311,130.780977,0.06323033,0.005226373
7,3229,354,29.1067818,130.7782719,0.064479016,0.004705656
8,3228,354,29.10732049,130.7755668,0.0631931,0.004677848
9,3227,354,29.10785918,130.7728617,0.06549489,0.004234032
10,3226,354,29.10839787,130.7701566,0.065671794,0.00675588
11,3225,354,29.10893656,130.7674515,0.0709522,0.007613606
12,3224,354,29.10947526,130.7647464,0.076775685,0.012832078
13,3223,354,29.11001395,130.7620413,0.08150641,0.010745493
14,3222,354,29.11055264,130.7593362,0.084150895,0.010597196
15,3221,354,29.11109133,130.7566311,0.08280879,0.006503944
16,3220,354,29.11163002,130.753926,0.07902451,0.007813006
17,3219,354,29.11216871,130.7512208,0.07773906,0.007537532
18,3218,354,29.11270741,130.7485157,0.07551289,0.006624818
19,3217,354,29.1132461,130.7458106,0.07611622,0.006538706
20,3216,354,29.11378479,130.7431055,0.07356166,0.003797024
21,3215,354,29.11432348,130.7404004,0.07583662,0.006867417
22,3214,354,29.11486217,130.7376953,0.08214828,0.010230084
23,3213,354,29.11540086,130.7349902,0.08849651,0.008895298
24,3212,354,29.11593955,130.7322851,0.092449225,0.008931864
25,3211,354,29.11647825,130.72958,0.09027849,0.009296677
26,3210,354,29.11701694,130.7268749,0.08630184,0.011413374
27,3209,354,29.11755563,130.7241698,0.08531956,0.008023276
28,3208,354,29.11809432,130.7214647,0.08769822,0.011405003
29,3207,354,29.11863301,130.7187596,0.09254807,0.010108112
30,3206,354,29.1191717,130.7160545,0.093672775,0.010112079
31,3205,354,29.1197104,130.7133494,0.09422916,0.007690583
32,3204,354,29.12024909,130.7106443,0.09693531,0.008226858
33,3203,354,29.12078778,130.7079392,0.103072226,0.009897695
34,3202,354,29.12132647,130.7052341,0.1055073,0.008933915
35,3201,354,29.12186516,130.702529,0.106137805,0.011282799
36,3200,354,29.12240385,130.6998239,0.10398203,0.010736905
37,3199,354,29.12294078,130.6971178,0.10831241,0.011614892
38,3198,354,29.12347596,130.6944109,0.109481774,0.01022698
39,3197,354,29.12401113,130.6917039,0.107376784,0.011082704
40,3196,354,29.1245463,130.6889969,0.10564101,0.01080419
41,3195,354,29.12508147,130.6862899,0.105113335,0.009541545
42,3194,354,29.12561664,130.6835829,0.11167482,0.010080745
43,3193,354,29.12615181,130.6808759,0.111578144,0.008820157
44,3192,354,29.12668699,130.6781689,0.11151525,0.007941304
45,3191,354,29.12722216,130.675462,0.10826805,0.004787475
46,3190,354,29.12775733,130.672755,0.10651857,0.004232906
47,3189,354,29.1282925,130.670048,0.10378163,0.008159003
48,3188,354,29.12882767,130.667341,0.10217053,0.008817755
49,3187,354,29.12936284,130.664634,0.0982771,0.010284126
50,3186,354,29.12989801,130.661927,0.10035064,0.011384833
51,3185,354,29.13043319,130.65922,0.10070779,0.01086014
52,3184,354,29.13096836,130.656513,0.09817138,0.013016941
53,3183,354,29.13150353,130.6538061,0.09262257,0.010732139
54,3182,354,29.1320387,130.6510991,0.084483124,0.006525029
55,3181,354,29.13257387,130.6483921,0.08849276,0.009047104
56,3180,354,29.13310904,130.6456851,0.08950154,0.008334691
57,3179,354,29.13364422,130.6429781,0.0932897,0.004566567
58,3178,354,29.13417939,130.6402711,0.09084362,0.006903658
59,3177,354,29.13471456,130.6375641,0.08777734,0.008867848
60,3176,354,29.13524973,130.6348571,0.08794062,0.010722749
61,3175,354,29.1357849,130.6321501,0.088885285,0.009548129
62,3174,354,29.13632007,130.6294431,0.0881634,0.009473794
63,3173,354,29.13685524,130.6267362,0.08637728,0.008769461
64,3172,354,29.13739042,130.6240292,0.08282304,0.006769226
65,3171,354,29.13792559,130.6213222,0.079222195,0.009854239
66,3170,354,29.13846076,130.6186152,0.07191661,0.008789689
67,3169,354,29.13899593,130.6159082,0.067416646,0.005012753
68,3168,354,29.1395311,130.6132012,0.068258144,0.005350958
69,3167,354,29.14006627,130.6104942,0.06823127,0.005033325
70,3166,354,29.14060145,130.6077872,0.06613073,0.005776353
71,3165,354,29.14113662,130.6050802,0.06367545,0.004146427
72,3164,354,29.14167179,130.6023732,0.066006646,0.007631278
73,3163,354,29.14220696,130.5996663,0.069500566,0.00724321
