pixel_no,pixel_x,pixel_y,latitude,longitude,CHL_NN_mean,CHL_NN_sigma
1,2915,127,29.86099391,130.0751054,0.06677187,0.003229246
2,2915,128,29.8584051,130.074453,0.066017106,0.004127047
3,2915,129,29.85581599,130.0737999,0.06573673,0.003832191
4,2915,130,29.85322679,130.0731515,0.06520488,0.003715777
5,2915,131,29.85063751,130.0725032,0.06625037,0.003542222
6,2915,132,29.84804836,130.0718501,0.0667719,0.003233488
7,2915,133,29.84545889,130.0711971,0.06814525,0.003630114
8,2915,134,29.84286904,130.0705409,0.0673323,0.003674948
9,2915,135,29.8402799,130.0698886,0.07084795,0.006643603
10,2915,136,29.83768988,130.0692361,0.07440728,0.007370015
11,2915,137,29.83509953,130.0685881,0.0757921,0.0059572
12,2915,138,29.83250965,130.0679391,0.07400241,0.00616852
13,2915,139,29.82991985,130.0672867,0.07675609,0.010081031
14,2915,140,29.82733075,130.0666344,0.08005708,0.008648085
15,2915,141,29.8247412,130.0659813,0.08584136,0.006365383
16,2915,142,29.82215165,130.0653282,0.08724878,0.006578796
17,2915,143,29.81956303,130.0646761,0.09065024,0.003172686
18,2915,144,29.8169737,130.0640278,0.092484854,0.002928107
19,2915,145,29.81438382,130.0633753,0.09602664,0.006067293
20,2915,146,29.81179432,130.0627228,0.09849314,0.008094397
21,2915,147,29.80920528,130.0620698,0.09818614,0.009128701
22,2915,148,29.80661625,130.0614167,0.09617099,0.008373067
23,2915,149,29.80402675,130.0607684,0.09229707,0.006796677
24,2915,150,29.80143724,130.06012,0.09079473,0.006254398
25,2915,151,29.79884788,130.059467,0.08718801,0.005694166
26,2915,152,29.79625852,130.0588139,0.08583072,0.006257583
27,2915,153,29.79366949,130.0581614,0.08577922,0.005353623
28,2915,154,29.79108045,130.0575142,0.0840805,0.005359353
29,2915,155,29.78849068,130.0568658,0.08445254,0.005877494
30,2915,156,29.78590017,130.0562128,0.079847425,0.006068466
31,2915,157,29.78331047,130.0555591,0.07769696,0.0068245
32,2915,158,29.78072144,130.0549023,0.07225385,0.006310633
33,2915,159,29.77813126,130.0542492,0.06968529,0.006262597
34,2915,160,29.77554186,130.0536015,0.06876895,0.005030152
35,2915,161,29.77295246,130.0529537,0.06958048,0.004659319
36,2915,162,29.77036283,130.0523007,0.06930867,0.004741948
37,2915,163,29.76777432,130.0516481,0.06899607,0.0040679
38,2915,164,29.76518525,130.050995,0.069016404,0.004445655
39,2915,165,29.76259507,130.0503419,0.069548264,0.004010161
40,2915,166,29.76000581,130.0496936,0.06848525,0.004807999
41,2915,167,29.7574173,130.0490459,0.067411885,0.005087029
42,2915,168,29.75482837,130.0483934,0.06796338,0.005203063
