pixel_no,pixel_x,pixel_y,latitude,longitude,CHL_NN_mean,CHL_NN_sigma
1,2807,306,29.45348919,129.6649986,0.06262271,0.00345673
2,2808,306,29.45297505,129.6677194,0.06365785,0.003865757
3,2809,306,29.45246092,129.6704402,0.06367545,0.004146427
4,2810,306,29.45194678,129.6731611,0.06556034,0.005215651
5,2811,306,29.45143265,129.6758819,0.06669333,0.006185927
6,2812,306,29.45091851,129.6786028,0.07372445,0.006481126
7,2813,306,29.45040438,129.6813236,0.07543853,0.005309145
8,2814,306,29.44989024,129.6840444,0.07541744,0.004991281
9,2815,306,29.44937611,129.6867653,0.07242679,0.004467787
10,2816,306,29.44886018,129.6894853,0.071637124,0.005709289
11,2817,306,29.44834247,129.6922044,0.072624825,0.00716679
12,2818,306,29.44782475,129.6949236,0.071680084,0.006315999
13,2819,306,29.44730704,129.6976428,0.0699238,0.005666962
14,2820,306,29.44678932,129.700362,0.06815346,0.003730334
15,2821,306,29.44627161,129.7030812,0.06655929,0.004320429
16,2822,306,29.44575389,129.7058004,0.06552451,0.004753002
17,2823,306,29.44523618,129.7085195,0.06440263,0.003274404
18,2824,306,29.44471847,129.7112387,0.06416011,0.003598422
