pixel_no,pixel_x,pixel_y,latitude,longitude,CHL_NN_mean,CHL_NN_sigma
1,3073,342,29.22122173,130.3638439,0.057480123,0.001386281
2,3072,342,29.22175345,130.3611344,0.057246238,0.001247763
3,3071,342,29.22228342,130.358424,0.05795653,0.001858523
4,3070,342,29.22281165,130.3557127,0.058224972,0.002850148
5,3069,342,29.22333987,130.3530014,0.05922998,0.004018586
6,3068,342,29.2238681,130.3502901,0.060749136,0.005123555
7,3067,342,29.22439632,130.3475788,0.06405353,0.005796198
8,3066,342,29.22492455,130.3448675,0.06497301,0.004286109
9,3065,342,29.22545277,130.3421562,0.06632676,0.004863255
10,3064,342,29.225981,130.3394449,0.066368185,0.005540214
11,3063,342,29.22650922,130.3367337,0.06686218,0.004982137
12,3062,342,29.22703744,130.3340224,0.06958244,0.008294495
13,3061,342,29.22756567,130.3313111,0.07285831,0.009667945
14,3060,342,29.22809389,130.3285998,0.07931852,0.007359481
15,3059,342,29.22862212,130.3258885,0.08462626,0.008259574
16,3058,342,29.22915034,130.3231772,0.09047201,0.006884713
17,3057,342,29.22967857,130.3204659,0.09412327,0.006189895
18,3056,342,29.23020679,130.3177546,0.09342479,0.006989329
19,3055,342,29.23073502,130.3150433,0.09342479,0.006989329
20,3054,341,29.23385384,130.3129883,0.09075513,0.00557427
21,3053,341,29.23438206,130.310277,0.0924115,0.008542692
22,3052,341,29.23491027,130.3075657,0.09001882,0.010301192
23,3051,341,29.23543849,130.3048544,0.09085531,0.011233468
24,3050,341,29.2359667,130.302143,0.088088065,0.008381006
25,3049,341,29.23649492,130.2994317,0.091646984,0.007872555
26,3048,341,29.23702313,130.2967204,0.09523513,0.005667095
27,3047,341,29.23755135,130.2940091,0.0957598,0.007806414
28,3046,341,29.23807956,130.2912978,0.092112936,0.009284745
29,3045,341,29.23860777,130.2885865,0.08669194,0.00877446
30,3044,341,29.23913599,130.2858752,0.083351955,0.004509559
31,3043,341,29.2396642,130.2831639,0.081294455,0.002423501
32,3042,341,29.24019242,130.2804526,0.077671744,0.006420753
33,3041,341,29.24072063,130.2777412,0.070486985,0.008688591
34,3040,341,29.24124885,130.2750299,0.06561057,0.00594202
35,3039,341,29.24177706,130.2723186,0.0630041,0.005535567
36,3038,341,29.24230528,130.2696073,0.062743336,0.005436387
37,3037,341,29.24283349,130.266896,0.06071451,0.004658646
38,3036,341,29.2433617,130.2641847,0.060932104,0.004292672
