pixel_no,pixel_x,pixel_y,latitude,longitude,CHL_NN_mean,CHL_NN_sigma
1,2985,145,29.77772145,130.2542881,0.084569745,0.007698833
2,2985,146,29.7751312,130.2536319,0.08309652,0.005797726
3,2985,147,29.77254174,130.252976,0.08267482,0.004109602
4,2985,148,29.76995275,130.2523193,0.08203808,0.004649765
5,2985,149,29.76736402,130.251661,0.08271207,0.004921419
6,2985,150,29.76477529,130.2510034,0.08361537,0.00854759
7,2985,151,29.76218685,130.2503475,0.0857138,0.009274653
8,2985,152,29.75959739,130.2496908,0.08679845,0.009732899
9,2985,153,29.75700744,130.2490346,0.08522293,0.007454886
10,2985,154,29.75441804,130.248382,0.08544401,0.005552051
11,2985,155,29.75182839,130.2477284,0.083000734,0.004019344
12,2985,156,29.74923895,130.2470717,0.083336845,0.004044004
13,2985,157,29.74665003,130.2464158,0.085467525,0.005901126
14,2985,158,29.74406009,130.2457552,0.08681328,0.005229571
15,2985,159,29.74147065,130.245093,0.088570155,0.005109971
16,2985,160,29.73888203,130.2444398,0.08505733,0.004711931
17,2985,161,29.73629237,130.2437872,0.08445614,0.006051424
18,2985,162,29.73370349,130.2431313,0.08353575,0.007446215
19,2985,163,29.73111439,130.2424746,0.08706191,0.008617117
20,2985,164,29.72852473,130.241818,0.08987627,0.008501503
21,2985,165,29.72593585,130.2411621,0.093757465,0.006246601
22,2985,166,29.72334704,130.2405036,0.09813693,0.008352855
23,2985,167,29.72075794,130.2398457,0.10235104,0.005001555
24,2985,168,29.71816858,130.2391894,0.10435184,0.002691817
25,2985,169,29.71557977,130.2385326,0.106183134,0.006521472
26,2985,170,29.71299096,130.2378767,0.109747924,0.008089976
27,2985,171,29.7104016,130.2372231,0.11115573,0.009034661
28,2985,172,29.70781253,130.2365694,0.112455994,0.00834007
29,2985,173,29.70522346,130.2359139,0.112422206,0.007778939
30,2985,174,29.70263465,130.2352583,0.11316569,0.004809635
31,2986,175,29.69952043,130.2373215,0.10958548,0.004909068
32,2986,176,29.69693088,130.2366592,0.10521887,0.003610018
33,2986,177,29.69434189,130.2360062,0.10698379,0.005173992
34,2986,178,29.69175234,130.2353532,0.10743245,0.005541161
35,2986,179,29.68916332,130.2346969,0.111799054,0.004474719
36,2986,180,29.68657406,130.2340406,0.11367952,0.006073415
37,2986,181,29.68398352,130.2333847,0.11499578,0.004602198
38,2986,182,29.68139428,130.2327312,0.115461595,0.004647459
39,2986,183,29.67880551,130.2320775,0.10887449,0.007983443
40,2986,184,29.67621624,130.2314216,0.101634674,0.012022934
41,2986,185,29.67362676,130.2307604,0.09294215,0.00515999
42,2986,186,29.6710378,130.2300989,0.087542266,0.005505092
43,2986,187,29.66844934,130.2294429,0.08321675,0.007465117
44,2986,188,29.66585983,130.2287887,0.081860825,0.007152157
45,2986,189,29.66327007,130.2281345,0.0821144,0.006120137
46,2986,190,29.66068087,130.227479,0.08538148,0.004328002
47,2986,191,29.65809143,130.2268239,0.084733196,0.00504347
48,2986,192,29.65550303,130.2261677,0.0854307,0.005286729
49,2986,193,29.65291436,130.2255135,0.084221125,0.007581217
50,2986,194,29.65032492,130.2248552,0.082891926,0.007575302
51,2986,195,29.64773652,130.224194,0.08086151,0.006862676
52,2986,196,29.64514736,130.2235376,0.083852306,0.00698128
53,2986,197,29.6425582,130.2228809,0.084143035,0.006403076
54,2986,198,29.63996875,130.2222272,0.08512743,0.005830946
55,2986,199,29.63737881,130.2215741,0.08071587,0.004350258
56,2986,200,29.63478996,130.2209186,0.08199019,0.003574855
57,2986,201,29.63220086,130.2202631,0.079777665,0.004930176
58,2986,202,29.6296112,130.2196064,0.08105114,0.004517552
59,2986,203,29.62702155,130.2189513,0.08366149,0.008983451
60,2986,204,29.62443216,130.2182982,0.087953195,0.006775162
