pixel_no,pixel_x,pixel_y,latitude,longitude,CHL_NN_mean,CHL_NN_sigma
1,3016,210,29.5931162,130.2960032,0.0665197,0.003536569
2,3016,211,29.590527,130.2953455,0.06668039,0.006187047
3,3016,212,29.5879377,130.2946891,0.06861597,0.006601181
4,3016,213,29.58534849,130.2940315,0.072017476,0.006775477
5,3016,214,29.58275929,130.2933748,0.07726163,0.005050594
6,3016,215,29.58017,130.292712,0.08013992,0.005719958
7,3016,216,29.57758143,130.292048,0.08085797,0.006713708
8,3016,217,29.57499351,130.2913914,0.0783758,0.007631642
9,3016,218,29.57240378,130.2907339,0.07800327,0.006856906
10,3016,219,29.56981395,130.2900764,0.07926946,0.006962363
11,3016,220,29.56722529,130.2894209,0.08146341,0.00614983
12,3016,221,29.56463608,130.2887642,0.08448043,0.006404621
13,3016,222,29.56204752,130.2881065,0.083434395,0.005893868
14,3016,223,29.55945907,130.2874499,0.086681046,0.008385507
15,3016,224,29.55686849,130.2867924,0.08598354,0.008352609
16,3016,225,29.55427908,130.286136,0.09083197,0.006765239
17,3016,226,29.55168988,130.2854732,0.091424994,0.0042519
18,3016,227,29.5491009,130.2848092,0.09252442,0.004051677
19,3016,228,29.54651243,130.2841525,0.091788284,0.004204711
20,3016,229,29.54392259,130.2834959,0.090730816,0.005194672
21,3016,230,29.54133339,130.2828393,0.08828474,0.006301452
22,3016,231,29.5387441,130.2821818,0.08448503,0.006614527
23,3016,232,29.53615426,130.2815243,0.084070235,0.005242821
24,3016,233,29.53356589,130.2808675,0.08478016,0.005780918
25,3016,234,29.53097818,130.2802121,0.08899465,0.00623765
26,3016,235,29.52838834,130.2795555,0.08981237,0.007746651
27,3016,236,29.52579785,130.2788978,0.09114661,0.006138697
28,3016,237,29.52320875,130.2782414,0.09114661,0.006138697
29,3016,238,29.52061965,130.2775839,0.09180116,0.004485999
30,3016,239,29.51802993,130.2769262,0.09326055,0.003732738
31,3016,240,29.51544146,130.2762706,0.09074036,0.005239122
32,3016,241,29.51285225,130.275614,0.089319594,0.005739177
33,3016,242,29.51026251,130.2749573,0.08323149,0.007716611
34,3016,243,29.50767341,130.2743016,0.08252157,0.007151261
35,3016,244,29.50508505,130.2736432,0.08152343,0.007010346
36,3016,245,29.50249669,130.2729856,0.08243897,0.00603004
37,3016,246,29.49990675,130.27233,0.080203764,0.00680383
38,3016,247,29.49731563,130.2716723,0.07873511,0.002984602
39,3016,248,29.49472589,130.2710157,0.07828832,0.006337993
40,3016,249,29.49213742,130.2703603,0.07892506,0.006388335
41,3016,250,29.48954831,130.2696975,0.077662714,0.006363178
42,3016,251,29.48695857,130.2690335,0.0755206,0.0063385
43,3016,252,29.48436968,130.268376,0.07724283,0.008790066
44,3016,253,29.48178068,130.2677192,0.0791774,0.0092586
45,3016,254,29.47919157,130.2670615,0.08374793,0.005575453
46,3016,255,29.47660245,130.266405,0.08141164,0.00517454
47,3016,256,29.47401345,130.2657493,0.07796775,0.006344561
48,3016,257,29.4714252,130.2650928,0.07634491,0.005198921
49,3016,258,29.46883608,130.2644362,0.07790915,0.005416806
50,3016,259,29.46624571,130.2637796,0.08041483,0.004800541
51,3016,260,29.46365607,130.2631242,0.08201329,0.004092551
52,3016,261,29.46106844,130.2624666,0.08138809,0.004745957
53,3016,262,29.45847944,130.261808,0.08302335,0.004445414
54,3016,263,29.45588969,130.2611524,0.08141291,0.005241136
55,3016,264,29.45330005,130.2604958,0.08340828,0.005403293
56,3016,265,29.4507105,130.2598381,0.08110164,0.005549801
57,3016,266,29.44812151,130.2591825,0.08048677,0.006056977
58,3016,267,29.44553314,130.2585259,0.07721709,0.004237683
59,3016,268,29.44294423,130.2578682,0.07719357,0.003677427
60,3016,269,29.44035395,130.2572127,0.0760084,0.004619843
61,3016,270,29.43776514,130.2565573,0.07402393,0.006453065
62,3016,271,29.43517613,130.2558986,0.07278426,0.005622349
63,3016,272,29.43258564,130.2552411,0.07112236,0.006357984
64,3016,273,29.42999515,130.2545855,0.072256126,0.006139764
65,3016,274,29.42740549,130.2539278,0.06993872,0.005727813
66,3016,275,29.42481669,130.2532701,0.07314709,0.006771132
67,3016,276,29.42222768,130.2526145,0.07347123,0.007145901
68,3016,277,29.41963813,130.2519579,0.07460346,0.006450325
69,3016,278,29.41704858,130.2513002,0.07330395,0.004584064
70,3016,279,29.41445894,130.2506447,0.069714434,0.006349501
71,3016,280,29.41186993,130.2499891,0.06651163,0.007194144
72,3016,281,29.40928111,130.2493314,0.06263931,0.003717535
73,3016,282,29.40669166,130.2486749,0.063367195,0.00305929
