pixel_no,pixel_x,pixel_y,latitude,longitude,CHL_NN_mean,CHL_NN_sigma
1,525,679,29.51677093,129.7582018,0.03495901,0.00262011
2,525,678,29.51935099,129.7586762,0.035721626,0.003352054
3,525,677,29.5219303,129.7591508,0.036356173,0.002128712
4,525,676,29.52451044,129.7596312,0.03651236,0.002288155
5,525,675,29.52709116,129.7601123,0.035603773,0.001427539
6,525,674,29.52967047,129.7605867,0.03603669,0.001442208
7,525,673,29.53224912,129.7610614,0.035880502,0.001099348
8,525,672,29.53482869,129.7615428,0.036052667,0.001845783
9,525,671,29.53740834,129.7620231,0.0359065,0.001809975
10,524,670,29.54037809,129.7597481,0.037529748,0.001791998
11,524,669,29.54295824,129.7602224,0.03710781,0.00235893
12,524,668,29.54553764,129.7606969,0.03831952,0.002319183
13,524,667,29.54811755,129.7611783,0.038022585,0.002514593
14,524,666,29.5506971,129.7616586,0.03922991,0.001864793
15,524,665,29.55327724,129.7621329,0.03877602,0.002234477
16,524,664,29.55585679,129.7626072,0.03877602,0.002234477
17,524,663,29.55843559,129.7630817,0.038287975,0.001731005
18,524,662,29.56101567,129.7635631,0.038271002,0.001224134
19,524,661,29.56359522,129.7640432,0.03797905,0.001655332
20,524,660,29.56617402,129.7645175,0.038955983,0.00266505
21,524,659,29.56875396,129.7649918,0.04096598,0.003875576
22,524,658,29.57133418,129.7654663,0.04272528,0.002697327
23,524,657,29.57391383,129.7659477,0.043920174,0.002226706
24,524,656,29.57649436,129.766428,0.04373202,0.001933773
25,524,655,29.57907458,129.7669023,0.043550566,0.001779815
26,524,654,29.58165295,129.7673766,0.04319412,0.00156859
27,523,653,29.58462119,129.7651063,0.043551035,0.001818949
28,523,652,29.58720113,129.7655874,0.045003615,0.002468023
29,523,651,29.58978062,129.7660616,0.045003615,0.002468023
30,523,650,29.5923595,129.7665358,0.04445901,0.0023745
31,523,649,29.59493839,129.7670113,0.04282521,5.25E-04
32,523,648,29.59751727,129.7674931,0.04319482,0.001633806
33,523,647,29.600096,129.7679734,0.04336981,0.00165242
34,523,646,29.60267473,129.7684463,0.043207284,0.001962313
35,523,645,29.60525361,129.7689205,0.04233117,0.001481564
36,523,644,29.60783235,129.7693973,0.041493155,0.00164888
37,523,643,29.61041179,129.7698776,0.042037066,0.002569201
38,523,642,29.61299137,129.7703576,0.0425498,0.002609238
39,523,641,29.61557072,129.7708318,0.04270654,0.002335702
40,523,640,29.61815008,129.771306,0.041330628,0.001775588
41,523,639,29.6207298,129.7717804,0.04015487,7.32E-04
42,523,638,29.62330879,129.7722607,0.04032363,0.001078626
43,523,637,29.62588679,129.7727419,0.040492177,0.00129156
44,523,636,29.62846623,129.7732161,0.04098043,0.001139111
45,522,635,29.63143456,129.7709382,0.040643122,7.32E-04
46,522,634,29.63401414,129.7714134,0.03922991,0.001864793
47,522,633,29.63659434,129.7718937,0.038270794,0.001201613
48,522,632,29.6391739,129.7723741,0.037345834,6.81E-04
49,522,631,29.64175361,129.7728484,0.039265327,0.002606301
50,522,630,29.64433257,129.7733234,0.039736193,0.002494038
51,522,629,29.64691211,129.7737975,0.040661152,0.001491789
52,522,628,29.64949169,129.7742777,0.03966662,0
53,522,627,29.65207077,129.7747591,0.03904439,0.001012787
