pixel_no,pixel_x,pixel_y,latitude,longitude,CHL_NN_mean,CHL_NN_sigma
1,553,660,29.55487444,129.8442722,0.037345834,6.81E-04
2,553,659,29.55745399,129.8447496,0.037345834,6.81E-04
3,552,658,29.56042415,129.8424775,0.036052477,0.001832999
4,552,657,29.56300445,129.8429588,0.036203843,0.00196263
5,551,656,29.56597393,129.8406892,0.035922103,0.002125384
6,551,655,29.56855443,129.8411665,0.037978847,0.001638706
7,550,654,29.57152368,129.8388932,0.03880379,0.002707374
8,550,653,29.57410264,129.839374,0.041045092,0.002657862
9,549,652,29.57707182,129.8371039,0.04074732,0.003099297
10,549,651,29.57965161,129.837581,0.041510757,0.002063426
11,549,650,29.5822311,129.8380581,0.040062115,0.002588206
12,548,649,29.58520011,129.8357855,0.038759045,0.001874475
13,548,648,29.58777957,129.8362711,0.040224444,0.002584603
14,547,647,29.59074805,129.8340007,0.043019127,0.001526476
15,547,646,29.59332702,129.8344734,0.04335665,0.001159788
16,546,645,29.59629592,129.8321991,0.043920174,0.002226706
17,546,644,29.59887494,129.8326811,0.044095166,0.002175728
18,546,643,29.60145434,129.8331618,0.043145046,0.003821777
19,545,642,29.60442359,129.8308903,0.04346892,0.00346266
20,545,641,29.60700295,129.8313669,0.04330016,0.003543614
21,544,640,29.60997175,129.8290919,0.043207284,0.001962313
22,544,639,29.61255196,129.829569,0.04168575,0.002232032
23,543,638,29.61552083,129.8272978,0.041341998,0.002020241
24,543,637,29.61809906,129.8277785,0.040503982,0.001655303
25,542,636,29.62106786,129.825503,0.0418309,0.001719136
26,542,635,29.62364723,129.8259793,0.04256161,0.002797386
27,542,634,29.62622704,129.8264568,0.04256161,0.002797386
28,541,633,29.6291966,129.8241852,0.044788897,0.001604
29,541,632,29.63177635,129.8246659,0.044069543,0.001487639
30,540,631,29.63474582,129.8223903,0.044250995,0.001604033
31,540,630,29.63732519,129.822867,0.044425987,0.001489376
32,539,629,29.64029401,129.8205906,0.04373202,0.001933773
33,539,628,29.64287379,129.8210712,0.044095166,0.002175728
34,538,627,29.64584271,129.8188,0.044142593,0.003152583
35,538,626,29.64842223,129.8192763,0.044648644,0.002649239
36,538,625,29.65100095,129.8197526,0.044238072,0.001134305
37,537,624,29.65396951,129.8174751,0.044588055,7.20E-04
38,537,623,29.65654932,129.8179552,0.044588055,7.20E-04
39,536,622,29.65951839,129.8156836,0.045536023,0.002204054
40,536,621,29.66209791,129.8161597,0.044342015,0.003430168
41,535,620,29.66506564,129.8138826,0.042608008,0.003584702
42,535,619,29.66764447,129.8143584,0.0415054,0.001971022
43,535,618,29.67022372,129.8148385,0.04216842,0.001694926
44,534,617,29.67319241,129.8125666,0.043700173,7.87E-04
45,534,616,29.67577202,129.8130424,0.043175194,7.87E-04
46,533,615,29.67874022,129.8107647,0.04273936,0.002992211
47,533,614,29.68131928,129.8112404,0.04038557,0.002510388
48,532,613,29.68428877,129.8089669,0.038348086,0.002818584
49,532,612,29.68686914,129.8094479,0.037405945,0.002353595
50,531,611,29.68983753,129.8071697,0.03750279,0.001003188
51,531,610,29.69241657,129.8076438,0.036620967,0.00143058
