pixel_no,pixel_x,pixel_y,latitude,longitude,CHL_NN_mean,CHL_NN_sigma
1,790,713,29.31833649,130.4722221,0.034602553,0.001039332
2,790,714,29.31575394,130.4717303,0.03534321,0.002023526
3,790,715,29.31317138,130.4712319,0.036079057,0.002358491
4,791,716,29.31018431,130.473474,0.037670527,0.001539504
5,791,717,29.30760229,130.4729779,0.036528155,0.002549992
6,791,718,29.3050202,130.472483,0.035770737,0.00198224
7,791,719,29.30243765,130.4719895,0.035176057,0.00141387
8,791,720,29.29985562,130.4714929,0.03709782,0.002207549
9,792,721,29.29686876,130.4737373,0.038455505,0.002002296
10,792,722,29.29428626,130.4732387,0.039672416,7.19E-04
11,792,723,29.2917038,130.4727434,0.03921273,0.001400486
12,792,724,29.28912073,130.4722524,0.038893025,0.001225201
13,792,725,29.28653841,130.4717531,0.039550036,0.001951462
14,793,726,29.28355152,130.4739943,0.04017848,0.001642475
15,793,727,29.28096872,130.4734984,0.04118035,0.002169752
16,793,728,29.27838593,130.4730019,0.04118035,0.002169752
17,793,729,29.27580317,130.4725075,0.042719014,0.00257994
18,793,730,29.27321996,130.4720121,0.04302559,0.001729461
19,793,731,29.2706375,130.4715161,0.042706322,0.002322317
20,794,732,29.26765092,130.473756,0.042512175,0.00177036
21,794,733,29.26506786,130.4732593,0.042687166,0.001861216
22,794,734,29.26248521,130.4727684,0.043350186,8.30E-04
23,794,735,29.25990368,130.47227,0.04234921,0.001954673
24,794,736,29.25732127,130.4717701,0.04069637,0.002319122
25,795,737,29.25433343,130.4740133,0.036982857,0.002737638
26,795,738,29.25175102,130.4735174,0.035364024,0.002404705
27,795,739,29.24916829,130.4730219,0.03378816,0.001425503
28,795,740,29.24658635,130.4725265,0.0340699,0.001649075
29,795,741,29.24400404,130.4720312,0.03419545,0.001328412
30,796,742,29.24101594,130.4742709,0.032860577,0.00164226
31,796,743,29.23843399,130.4737749,0.032724813,0.001555588
32,796,744,29.23585203,130.4732784,0.03192474,0.001002371
