pixel_no,pixel_x,pixel_y,latitude,longitude,CHL_NN_mean,CHL_NN_sigma
1,567,637,29.60875379,129.8938225,0.039684005,0.001245977
2,567,636,29.61133316,129.8943016,0.040643122,7.32E-04
3,566,635,29.61430244,129.8920287,0.040486168,0.001050183
4,566,634,29.61688253,129.8925088,0.039420836,0.002505593
5,566,633,29.61946273,129.8929899,0.038781427,0.002329578
6,565,632,29.62243208,129.8907187,0.040206645,0.002245213
7,565,631,29.62501278,129.8911986,0.039997917,9.65E-04
8,565,630,29.62759273,129.8916777,0.040166676,0.001271682
9,565,629,29.63017221,129.8921566,0.040335435,0.0014966
10,564,628,29.63314157,129.8898851,0.040184073,0.0017762
11,564,627,29.63572212,129.8903663,0.03968981,0.001440339
12,564,626,29.63830159,129.890846,0.04048638,0.001077606
13,563,625,29.64126956,129.8885729,0.03953823,0.0016465
14,563,624,29.64384947,129.8890506,0.038191132,0.002774976
15,563,623,29.64642955,129.8895307,0.03802838,0.00261958
16,562,622,29.64939892,129.887259,0.040465765,0.003632155
17,562,621,29.6519784,129.8877385,0.04216241,0.001526499
18,562,620,29.65455754,129.8882179,0.04233117,0.001481564
19,562,619,29.65713735,129.8886957,0.042024594,0.002319715
20,561,618,29.66010541,129.8864226,0.04269408,0.002064004
21,561,617,29.66268489,129.8869039,0.043044064,0.002169762
22,561,616,29.66526544,129.8873832,0.04232516,0.001286335
23,560,615,29.66823395,129.885109,0.042668913,0.001339713
24,560,614,29.67081333,129.8855882,0.041149404,0.001291995
25,560,613,29.67339366,129.8860683,0.040661152,0.001491789
26,559,612,29.6763631,129.8837951,0.03920155,0.001011202
27,559,611,29.67894302,129.8842742,0.03875367,0.001760044
28,559,610,29.68152239,129.884752,0.039573647,0.002449846
29,559,609,29.68410176,129.885231,0.04105752,0.002877812
30,558,608,29.68707095,129.8829583,0.039882403,0.002262563
31,558,607,29.68965129,129.8834392,0.040376667,0.002446492
32,558,606,29.69223064,129.8839176,0.040195663,0.002043644
33,557,605,29.69519907,129.8816406,0.041179247,0.002096876
34,557,604,29.69777979,129.8821194,0.03969581,0.0016266
35,557,603,29.70035973,129.8826007,0.038427956,0.001309281
36,556,602,29.70332832,129.8803272,0.039550457,0.001980162
37,556,601,29.7059082,129.8808059,0.040701944,0.002412288
38,556,600,29.70848764,129.8812838,0.04085331,0.002174324
39,556,599,29.71106708,129.8817617,0.039725013,0.002300991
40,555,598,29.71403487,129.8794874,0.037951294,6.01E-04
41,555,597,29.7166148,129.8799686,0.037951294,6.01E-04
42,555,596,29.7191945,129.8804472,0.038254026,0
43,554,595,29.72216225,129.8781708,0.038153403,0.002162437
44,554,594,29.72474191,129.878648,0.037704695,0.00233991
