pixel_no,pixel_x,pixel_y,latitude,longitude,CHL_NN_mean,CHL_NN_sigma
1,2401,196,29.94019525,129.5593497,0.04320659,0.00190981
2,2402,197,29.93711228,129.5614741,0.042205162,0.002514946
3,2402,198,29.93452212,129.5608596,0.042180225,0.001974879
4,2403,199,29.93143957,129.5629837,0.04352062,0.00430989
5,2404,200,29.92835701,129.5651075,0.047542784,0.004398535
6,2404,201,29.92576654,129.5644926,0.053048413,0.005468174
7,2405,202,29.92268406,129.566621,0.057746258,0.005812122
8,2405,203,29.92009334,129.5660062,0.06014727,0.003166259
9,2406,204,29.91700987,129.5681265,0.06447433,0.004789391
10,2407,205,29.91392706,129.5702468,0.06367887,0.004323608
11,2407,206,29.91133607,129.5696315,0.06183989,0.006472008
12,2408,207,29.90825258,129.5717597,0.057363812,0.004104504
13,2409,208,29.90516891,129.5738832,0.05508769,0.003792589
14,2409,209,29.90257778,129.5732676,0.053296678,0.002849621
15,2410,210,29.89949475,129.5753895,0.051907796,0.004266887
16,2410,211,29.89690442,129.5747738,0.050048713,0.006121407
17,2411,212,29.89382192,129.5769015,0.044309523,0.00527547
18,2412,213,29.89073821,129.5790219,0.040805873,6.46E-04
19,2412,214,29.88814772,129.5784038,0.041137382,7.46E-04
20,2413,215,29.88506561,129.5805262,0.041137382,7.46E-04
